CustomerKey;GeographyKey;CustomerAlternateKey;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;EnglishEducation;SpanishEducation;FrenchEducation;EnglishOccupation;SpanishOccupation;FrenchOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance
11202;334;AW00011202;NULL;Alexia;L;Price;0;26-08-1947;M;NULL;F;alexia0@adventure-works.com;80000;5;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;0;2;2079 Wellington Ct;NULL;552-555-0118;18-03-2008;1-2 Miles
11203;60;AW00011203;NULL;Luis;D;Diaz;0;21-08-1948;M;NULL;M;luis21@adventure-works.com;40000;2;1;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;3682 Diablo View Road;NULL;171-555-0126;24-08-2007;10+ Miles
11204;536;AW00011204;NULL;Destiny;C;Rivera;0;01-06-1948;M;NULL;F;destiny33@adventure-works.com;40000;2;1;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;6965 Appalachian Drive;NULL;743-555-0111;10-02-2008;2-5 Miles
11205;612;AW00011205;NULL;Abby;NULL;Fernandez;0;24-07-1948;M;NULL;F;abby13@adventure-works.com;40000;2;1;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;8330 Glenside Court;NULL;134-555-0119;28-01-2008;10+ Miles
11206;626;AW00011206;NULL;Blake;NULL;Flores;0;24-09-1948;M;NULL;M;blake60@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;9410 Ferry St.;NULL;975-555-0163;12-11-2007;10+ Miles
11207;635;AW00011207;NULL;Danielle;NULL;Cox;0;19-07-1948;S;NULL;F;danielle12@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;2346 Wren Ave;NULL;396-555-0158;04-08-2007;10+ Miles
11208;325;AW00011208;NULL;Maria;NULL;Reed;0;04-02-1948;M;NULL;F;maria4@adventure-works.com;60000;2;1;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;0;1413 Bridgeview St;NULL;156-555-0163;05-09-2007;10+ Miles
11209;336;AW00011209;NULL;Allison;NULL;Evans;0;13-01-1948;M;NULL;F;allison21@adventure-works.com;60000;2;1;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;0;3515 Sutton Circle;NULL;988-555-0151;26-09-2007;10+ Miles
11210;383;AW00011210;NULL;Edward;J;Wood;0;08-06-1948;M;NULL;M;edward50@adventure-works.com;70000;4;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;1039 Adelaide St.;NULL;229-555-0114;07-11-2007;10+ Miles
11211;50;AW00011211;NULL;Samantha;NULL;Russell;0;12-10-1949;M;NULL;F;samantha42@adventure-works.com;40000;2;1;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;9256 Village Oaks Dr.;NULL;547-555-0121;05-08-2007;2-5 Miles
11212;53;AW00011212;NULL;Chloe;NULL;Campbell;0;05-11-1949;M;NULL;F;chloe4@adventure-works.com;40000;2;1;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;3562 East Ave.;# 4;205-555-0169;03-08-2007;2-5 Miles
11213;614;AW00011213;NULL;Stephanie;B;Murphy;0;14-05-1949;S;NULL;F;stephanie11@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;5514 Grant Street;NULL;293-555-0151;29-09-2007;10+ Miles
11214;545;AW00011214;NULL;Charles;O;Miller;0;07-11-1949;S;NULL;M;charles9@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;2719 Little Dr;NULL;389-555-0115;15-02-2008;10+ Miles
11215;62;AW00011215;NULL;Ana;NULL;Perry;0;21-06-1950;M;NULL;F;ana7@adventure-works.com;40000;2;1;Partial High School;Educación secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;3114 Arlington Way;NULL;446-555-0134;19-08-2007;10+ Miles
11216;547;AW00011216;NULL;Jasmine;A;Torres;0;20-05-1950;S;NULL;F;jasmine32@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;8328 San Francisco;NULL;939-555-0130;15-02-2006;10+ Miles
11217;547;AW00011217;NULL;Natalie;P;Adams;0;11-02-1950;S;NULL;F;natalie58@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;6592 Bent Tree Lane;NULL;300-555-0150;10-02-2006;10+ Miles
11218;642;AW00011218;NULL;Olivia;NULL;Brown;0;11-09-1950;S;NULL;F;olivia4@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;2;3964 Stony Hill Circle;NULL;414-555-0147;01-09-2007;2-5 Miles
11219;553;AW00011219;NULL;Charles;NULL;Cook;0;02-12-1950;M;NULL;M;charles69@adventure-works.com;60000;2;1;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;6871 Bel Air Dr.;NULL;755-555-0111;01-05-2008;10+ Miles
11220;310;AW00011220;NULL;Erica;C;Huang;0;23-02-1950;M;NULL;F;erica5@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;9142 All Ways Drive;NULL;618-555-0157;15-09-2007;10+ Miles
11221;334;AW00011221;NULL;Nathan;NULL;Perry;0;10-06-1950;M;NULL;M;nathan3@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;9714 Nicholas Drive;NULL;271-555-0191;09-10-2007;1-2 Miles
11222;369;AW00011222;NULL;Alexandra;NULL;Rivera;0;17-08-1950;M;NULL;F;alexandra11@adventure-works.com;80000;3;1;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;1;4999 Corte Segunda;NULL;488-555-0143;04-05-2008;1-2 Miles
11223;52;AW00011223;NULL;Hailey;I;Patterson;0;16-09-1951;S;NULL;F;hailey30@adventure-works.com;70000;2;1;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;5045 Vancouver Way;# 133;480-555-0126;02-08-2007;2-5 Miles
11224;612;AW00011224;NULL;Tiffany;J;Li;0;06-09-1951;S;NULL;F;tiffany3@adventure-works.com;70000;2;1;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;6404 Del Mar Ave;NULL;197-555-0118;07-02-2006;10+ Miles
11225;635;AW00011225;NULL;Madison;D;Lee;0;16-02-1951;M;NULL;F;madison22@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;5927 Seaview Avenue;NULL;471-555-0142;24-12-2007;10+ Miles
11226;552;AW00011226;NULL;Sydney;T;Ross;0;27-09-1951;M;NULL;F;sydney26@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;5252 Santa Fe;NULL;219-555-0146;25-08-2007;2-5 Miles
11227;310;AW00011227;NULL;Marshall;D;Chavez;0;12-08-1951;S;NULL;M;marshall35@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;9022 Estudillo Street;NULL;712-555-0116;03-02-2006;10+ Miles
11228;316;AW00011228;NULL;Ashley;R;Jones;0;19-04-1951;M;NULL;F;ashley3@adventure-works.com;60000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;7681 Willow Pass Road;NULL;996-555-0169;27-04-2008;10+ Miles
11229;355;AW00011229;NULL;Adrian;C;Stewart;0;03-12-1951;S;NULL;M;adrian21@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;6898 Shaw Rd.;NULL;812-555-0122;28-01-2008;10+ Miles
11230;369;AW00011230;NULL;Amber;NULL;Turner;0;03-04-1951;M;NULL;F;amber4@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;2;6345 Ridge Circle;NULL;155-555-0131;17-01-2008;2-5 Miles
11231;611;AW00011231;NULL;Dennis;NULL;Zhang;0;14-11-1952;M;NULL;M;dennis1@adventure-works.com;60000;2;1;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;3951 Calle Verde Drive;NULL;710-555-0134;14-08-2007;10+ Miles
11232;616;AW00011232;NULL;Hailey;R;Bryant;0;27-09-1952;M;NULL;F;hailey38@adventure-works.com;60000;3;1;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;2828 Rogers Ave.;NULL;156-555-0195;23-03-2008;2-5 Miles
11233;299;AW00011233;NULL;Todd;NULL;Li;0;09-09-1952;M;NULL;M;todd5@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;5897 Scottsdale Rd.;NULL;680-555-0147;12-08-2007;10+ Miles
11234;337;AW00011234;NULL;Anna;NULL;Griffin;0;19-11-1952;S;NULL;F;anna46@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;7221 Peachwillow Street;NULL;965-555-0146;12-08-2007;10+ Miles
11235;607;AW00011235;NULL;Angel;J;Stewart;0;08-02-1952;M;NULL;M;angel24@adventure-works.com;70000;4;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;2585 La Salle Ct.;NULL;540-555-0122;05-01-2008;10+ Miles
11236;609;AW00011236;NULL;Jeremy;NULL;Butler;0;05-03-1952;S;NULL;M;jeremy29@adventure-works.com;70000;5;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;8811 The Trees Dr.;NULL;980-555-0117;05-04-2008;10+ Miles
11237;161;AW00011237;NULL;Clarence;M;Anand;0;23-09-1958;S;NULL;M;clarence36@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;0;4;Welt Platz 6;NULL;1 (11) 500 555-0191;08-03-2006;0-1 Miles
11238;232;AW00011238;NULL;Mayra;NULL;Prasad;0;10-08-1958;S;NULL;F;mayra9@adventure-works.com;130000;2;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;0;4;1119 Elderwood Dr.;#3;1 (11) 500 555-0116;09-07-2005;0-1 Miles
11239;249;AW00011239;NULL;Latoya;C;Goel;0;06-10-1958;M;NULL;F;latoya18@adventure-works.com;130000;2;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;2;8154 Pheasant Circle;NULL;1 (11) 500 555-0149;22-07-2005;5-10 Miles
11240;273;AW00011240;NULL;Anne;B;Hernandez;0;11-12-1958;M;NULL;F;anne4@adventure-works.com;160000;2;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;4;76 Woodcrest Dr.;NULL;1 (11) 500 555-0119;30-08-2005;5-10 Miles
11241;211;AW00011241;NULL;Lisa;NULL;Cai;0;11-10-1957;S;NULL;F;lisa24@adventure-works.com;100000;2;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;4;102, rue de Berri;NULL;1 (11) 500 555-0125;14-03-2007;5-10 Miles
11242;209;AW00011242;NULL;Larry;NULL;Munoz;0;11-11-1957;M;NULL;M;larry9@adventure-works.com;110000;2;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;3;Midi-Couleurs;NULL;1 (11) 500 555-0193;23-03-2007;5-10 Miles
11243;237;AW00011243;NULL;Robin;V;Alvarez;0;09-10-1957;M;NULL;F;robin2@adventure-works.com;150000;2;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;3;4086 Emmons Canyon Lane;NULL;1 (11) 500 555-0198;24-08-2005;0-1 Miles
11244;267;AW00011244;NULL;Alexis;M;Coleman;0;26-11-1957;S;NULL;F;alexis28@adventure-works.com;170000;2;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;0;3;7140 Camelback Road;NULL;1 (11) 500 555-0115;15-08-2005;0-1 Miles
11245;132;AW00011245;NULL;Ricky;D;Vazquez;0;27-10-1956;M;NULL;M;ricky15@adventure-works.com;120000;3;4;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;4;Roßstr 9928;NULL;1 (11) 500 555-0147;29-03-2006;5-10 Miles
11246;147;AW00011246;NULL;Latasha;NULL;Rubio;0;09-10-1956;M;NULL;F;latasha21@adventure-works.com;120000;3;4;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;4;Alderstr 7690;NULL;1 (11) 500 555-0178;05-04-2006;5-10 Miles
11247;242;AW00011247;NULL;Claudia;M;Zhou;0;06-06-1956;S;NULL;F;claudia7@adventure-works.com;130000;3;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;3;6516 Beauer Lane;NULL;1 (11) 500 555-0116;21-08-2005;0-1 Miles
11248;223;AW00011248;NULL;Tristan;P;Alexander;0;26-03-1955;M;NULL;M;tristan19@adventure-works.com;110000;3;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;4;88, avenue des Champs-Elysées;NULL;1 (11) 500 555-0124;15-01-2008;10+ Miles
11249;178;AW00011249;NULL;Cindy;A;Patel;0;13-07-1955;M;NULL;F;cindy3@adventure-works.com;130000;3;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;3;Essener Straße 123;NULL;1 (11) 500 555-0149;11-04-2006;0-1 Miles
11250;276;AW00011250;NULL;Shannon;D;Liu;0;12-03-1955;M;NULL;F;shannon4@adventure-works.com;170000;3;4;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;1;2;4185 Keywood Ct.;NULL;1 (11) 500 555-0119;17-09-2005;5-10 Miles
11251;50;AW00011251;NULL;Xavier;NULL;Long;0;04-07-1932;S;NULL;M;xavier51@adventure-works.com;30000;4;0;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;9245 Dantley Way;NULL;243-555-0114;20-04-2008;5-10 Miles
11252;335;AW00011252;NULL;Nicholas;D;Thompson;0;07-06-1932;S;NULL;M;nicholas16@adventure-works.com;90000;3;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;1;504 O St.;NULL;377-555-0147;14-02-2006;2-5 Miles
11253;69;AW00011253;NULL;José;M;Hernandez;0;28-02-1933;M;NULL;M;josé54@adventure-works.com;60000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;5703 Donald Dr.;NULL;712-555-0130;02-09-2007;1-2 Miles
11254;612;AW00011254;NULL;Johnathan;W;Vance;0;03-03-1933;M;NULL;M;johnathan5@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;9430 Versailles Pl;NULL;494-555-0166;26-05-2008;5-10 Miles
11255;612;AW00011255;NULL;Colin;NULL;Lin;0;04-04-1933;M;NULL;M;colin8@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;6083 San Jose;NULL;599-555-0132;27-08-2007;5-10 Miles
11256;626;AW00011256;NULL;Katelyn;L;Hernandez;0;20-09-1933;M;NULL;F;katelyn42@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;7496 Deerfield Dr.;NULL;249-555-0116;17-10-2007;5-10 Miles
11257;345;AW00011257;NULL;Jacqueline;NULL;Powell;0;06-01-1933;S;NULL;F;jacqueline9@adventure-works.com;120000;1;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;4;4076 Northwood Dr;NULL;796-555-0111;24-02-2006;2-5 Miles
11258;352;AW00011258;NULL;Xavier;NULL;Hill;0;28-06-1933;M;NULL;M;xavier26@adventure-works.com;120000;1;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;4;2707 Virgil Street;NULL;559-555-0149;22-11-2007;2-5 Miles
11259;548;AW00011259;NULL;Victoria;C;Stewart;0;27-03-1965;M;NULL;F;victoria24@adventure-works.com;100000;4;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;4;3623 Barquentine Court;NULL;230-555-0139;07-03-2006;2-5 Miles
11260;302;AW00011260;NULL;Katelyn;L;Kelly;0;12-04-1965;M;NULL;F;katelyn1@adventure-works.com;110000;2;2;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;3;7085 Solano Drive;NULL;507-555-0132;09-08-2007;2-5 Miles
11261;359;AW00011261;NULL;Stephanie;NULL;Collins;0;24-04-1965;M;NULL;F;stephanie52@adventure-works.com;130000;1;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;1;2868 Central Avenue;NULL;209-555-0173;30-03-2006;0-1 Miles
11262;60;AW00011262;NULL;Jennifer;NULL;Simmons;0;04-05-1964;M;NULL;F;jennifer88@adventure-works.com;80000;4;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;0;7959 Mt. Wilson Way;NULL;148-555-0115;31-08-2007;0-1 Miles
11263;612;AW00011263;NULL;Trinity;NULL;Richardson;0;11-09-1964;M;NULL;F;trinity9@adventure-works.com;90000;5;5;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;3;3063 Blue Jay Drive;NULL;111-555-0116;01-03-2006;2-5 Miles
11264;618;AW00011264;NULL;Eduardo;NULL;Martin;0;17-06-1964;S;NULL;M;eduardo13@adventure-works.com;90000;5;5;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;3;5137 Pheasant Court;NULL;342-555-0195;06-07-2007;0-1 Miles
11265;623;AW00011265;NULL;Elizabeth;P;Jones;0;13-07-1964;M;NULL;F;elizabeth7@adventure-works.com;90000;5;5;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;3;2253 Firestone Dr.;NULL;941-555-0110;07-07-2007;0-1 Miles
11266;632;AW00011266;NULL;Taylor;NULL;Howard;0;05-05-1964;S;NULL;F;taylor14@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;1;7396 Stratton Circle;NULL;162-555-0131;13-03-2006;5-10 Miles
11267;302;AW00011267;NULL;David;NULL;Diaz;0;02-10-1964;S;NULL;M;david55@adventure-works.com;120000;4;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;4;2075 Browse Ct;NULL;613-555-0119;20-03-2006;2-5 Miles
11268;312;AW00011268;NULL;Katelyn;A;Carter;0;03-05-1964;M;NULL;F;katelyn33@adventure-works.com;130000;2;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;3050 Monte Cresta Avenue;NULL;103-555-0195;30-11-2007;1-2 Miles
11269;314;AW00011269;NULL;Ryan;W;Foster;0;13-10-1964;M;NULL;M;ryan19@adventure-works.com;130000;2;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;5376 Sahara Drive;NULL;961-555-0133;23-02-2008;0-1 Miles
11270;334;AW00011270;NULL;Robert;L;Lee;0;04-05-1964;M;NULL;M;robert82@adventure-works.com;130000;2;2;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;3;5461 Camino Verde Ct.;NULL;447-555-0174;13-03-2006;0-1 Miles
11271;360;AW00011271;NULL;Danielle;C;Reed;0;05-06-1964;S;NULL;F;danielle23@adventure-works.com;150000;2;0;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;0;4;6683 Carrick Ct;NULL;136-555-0114;30-03-2006;1-2 Miles
11272;300;AW00011272;NULL;Lauren;L;Martinez;0;10-11-1956;S;NULL;F;lauren35@adventure-works.com;70000;4;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;0;4357 Tosca Way;NULL;977-555-0117;22-03-2006;5-10 Miles
11273;331;AW00011273;NULL;Nathan;E;Lal;0;01-10-1956;M;NULL;M;nathan26@adventure-works.com;90000;2;1;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;0;7064 Cypress Ave;NULL;147-555-0121;15-11-2007;10+ Miles
11274;609;AW00011274;NULL;Kyle;M;Foster;0;12-04-1934;M;NULL;M;kyle11@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;5617 Landing Dr;NULL;846-555-0126;01-03-2006;5-10 Miles
11275;310;AW00011275;NULL;Jenny;D;Rai;0;18-01-1934;M;NULL;F;jenny40@adventure-works.com;80000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;1440 Willow Pass Dr.;NULL;780-555-0119;02-03-2006;0-1 Miles
11276;49;AW00011276;NULL;Nancy;E;Chapman;0;19-09-1963;M;NULL;F;nancy7@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;1480 Shoenic;NULL;909-555-0129;02-08-2007;2-5 Miles
11277;62;AW00011277;NULL;Charles;P;Jackson;0;10-06-1963;M;NULL;M;charles15@adventure-works.com;80000;4;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;2;3400 Folson Drive;NULL;194-555-0175;06-08-2007;0-1 Miles
11278;614;AW00011278;NULL;Jonathan;NULL;Phillips;0;20-08-1963;S;NULL;M;jonathan35@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;1;8772 Rock Creek Way;NULL;967-555-0176;19-03-2006;10+ Miles
11279;616;AW00011279;NULL;Amanda;S;Cook;0;12-09-1963;M;NULL;F;amanda3@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;9187 Vista Del Sol;NULL;252-555-0177;04-09-2007;10+ Miles
11280;626;AW00011280;NULL;Robert;NULL;Collins;0;21-08-1963;M;NULL;M;robert45@adventure-works.com;90000;0;0;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;1;5271 Sierra Road;NULL;966-555-0171;02-01-2008;10+ Miles
11281;301;AW00011281;NULL;Megan;J;Barnes;0;10-10-1963;S;NULL;F;megan53@adventure-works.com;110000;4;2;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;4;40 Ellis St.;NULL;807-555-0156;16-03-2006;5-10 Miles
11282;612;AW00011282;NULL;Christian;A;Thomas;0;16-01-1962;M;NULL;M;christian46@adventure-works.com;90000;5;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;1;4;5205 Coralie Drive;NULL;692-555-0172;03-03-2006;1-2 Miles
11283;299;AW00011283;NULL;Arturo;NULL;Lal;0;26-10-1962;M;NULL;M;arturo33@adventure-works.com;110000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;4593 Mendouno Dr.;NULL;638-555-0164;30-11-2007;1-2 Miles
11284;307;AW00011284;NULL;Theresa;NULL;Serrano;0;27-03-1962;M;NULL;F;theresa12@adventure-works.com;110000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;2;9007 S Royal Links Circle;NULL;777-555-0162;10-08-2007;1-2 Miles
11285;322;AW00011285;NULL;Jeremy;J;Anderson;0;19-03-1962;M;NULL;M;jeremy2@adventure-works.com;120000;1;3;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;4;7655 Greer Ave;NULL;940-555-0176;28-01-2008;2-5 Miles
11286;374;AW00011286;NULL;Hunter;D;Griffin;0;03-03-1962;M;NULL;M;hunter16@adventure-works.com;170000;0;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;4;4079 Redbird Lane;NULL;410-555-0148;24-03-2006;2-5 Miles
11287;49;AW00011287;NULL;Henry;B;Garcia;0;16-01-1961;M;NULL;M;henry16@adventure-works.com;70000;5;4;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;3;3268 Hazelwood Lane;NULL;282-555-0185;02-08-2007;5-10 Miles
11288;301;AW00011288;NULL;Cindy;K;Sanchez;0;16-09-1961;M;NULL;F;cindy19@adventure-works.com;110000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;3;7062 Starflower Drive;NULL;198-555-0118;06-09-2007;2-5 Miles
11289;315;AW00011289;NULL;Maria;S;Carter;0;07-03-1961;M;NULL;F;maria53@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;1;8603 Elmhurst Lane;NULL;239-555-0158;11-03-2006;0-1 Miles
11290;334;AW00011290;NULL;Katelyn;NULL;Sanchez;0;18-08-1961;M;NULL;F;katelyn26@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;3;8869 Climbing Vine Court;NULL;395-555-0150;23-03-2006;2-5 Miles
11291;335;AW00011291;NULL;Jenna;NULL;Wright;0;05-05-1961;M;NULL;F;jenna19@adventure-works.com;130000;1;3;Bachelors;Licenciatura;Bac + 4;Management;Gestión;Direction;1;3;232 Pinnacle Drive;NULL;118-555-0191;07-03-2006;2-5 Miles
11292;361;AW00011292;NULL;Seth;NULL;Phillips;0;05-11-1961;S;NULL;M;seth42@adventure-works.com;150000;1;2;Partial College;Estudios universitarios (en curso);Baccalauréat;Professional;Profesional;Cadre;0;3;4361 Loftus Road;NULL;980-555-0196;18-03-2006;0-1 Miles
11293;632;AW00011293;NULL;Luke;S;Long;0;27-05-1955;S;NULL;M;luke28@adventure-works.com;60000;2;0;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;3177 Dover Way;NULL;786-555-0117;28-08-2007;1-2 Miles
11294;618;AW00011294;NULL;Dalton;P;Clark;0;03-09-1955;M;NULL;M;dalton18@adventure-works.com;60000;2;0;High School;Educación secundaria;Bac + 2;Professional;Profesional;Cadre;0;2;4381 Amazonas;NULL;388-555-0195;28-03-2008;1-2 Miles
11295;311;AW00011295;NULL;Taylor;G;Lewis;0;16-05-1954;S;NULL;F;taylor67@adventure-works.com;80000;2;0;Partial High School;Educación secundaria (en curso);Niveau bac;Skilled Manual;Obrero especializado;Technicien;1;2;8827 Ward Court;NULL;291-555-0174;28-03-2006;5-10 Miles
11296;616;AW00011296;NULL;Haley;NULL;Richardson;0;07-10-1935;S;NULL;F;haley10@adventure-works.com;50000;2;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;6203 Laurel Drive;NULL;620-555-0129;04-03-2006;5-10 Miles
11297;301;AW00011297;NULL;Noah;NULL;Coleman;0;02-02-1935;S;NULL;M;noah2@adventure-works.com;70000;4;0;Graduate Degree;Estudios de postgrado;Bac + 3;Management;Gestión;Direction;1;2;5562 Galindo Street;NULL;847-555-0167;29-03-2006;5-10 Miles
